1_grams,Frequency
surya,62
backs,62
nominations,62
deewana,62
local,62
naam,62
trolled,62
dum,62
robbie,62
likely,62
rain,62
status,62
approached,62
writing,62
ab,62
willis,62
professional,62
rise,62
protests,62
performs,62
kundra,62
anjana,62
aindrita,62
jade,62
wilson,62
woes,62
catch,62
gill,62
yrf,62
outfit,62
smiles,61
sangeet,61
teen,61
uncle,61
toronto,61
payal,61
file,61
santosh,61
lively,61
abcd,61
ritchie,61
ice,61
shy,61
kicks,61
jose,61
rings,61
rule,61
foreign,61
meryl,61
spirit,61
serial,61
lashes,61
culture,61
resume,61
rachel,61
piku,61
sans,61
bjp,61
trick,61
meghan,61
bin,61
projects,61
19,61
progressing,61
traditional,61
shake,61
abroad,61
ranvir,61
since,60
pahlaj,60
trend,60
surprised,60
dhadak,60
punch,60
28,60
ahmedabad,60
lauds,60
feb,60
controversies,60
butt,60
glad,60
undergoes,60
seeing,60
matter,60
h,60
nice,60
keerthy,60
brook,60
dhulia,60
iconic,60
rocky,60
studded,60
