2_grams,Frequency
bjp mgp,3
ahead pm,3
ii polls,3
money distribution,3
phase j,3
jan 25,3
congress tie,3
declares rs,3
asks aap,3
seek divine,3
campaign bjp,3
tipped return,3
dissent bjp,3
paid holiday,3
split votes,3
deal may,3
ram vilas,3
like congress,3
state cong,3
keep watch,3
70 cast,3
contest bjp,3
manoj sinha,3
eye eye,3
3 poll,3
says ashok,3
voters support,3
face test,3
bahujan samaj,3
cent voting,3
jharkhand seats,3
extend support,3
congress screening,3
case hung,3
polls narendra,3
show unity,3
elections high,3
visit goa,3
clean politics,3
sc seats,3
congress offers,3
slum dwellers,3
cash vote,3
swearing venue,3
way fight,3
mp sakshi,3
vanteru pratap,3
ahead goa,3
assam assembly,3
tainted leaders,3
bolta hai,3
surgical strike,3
cm parkash,3
set join,3
may fight,3
daughter law,3
bjp govt,3
fifth phase,3
asks bjp,3
polls modi,3
congress loses,3
veterans tipped,3
elections candidates,3
turnout till,3
4 lakh,3
narrow margin,3
ram madhav,3
kalyan singh,3
congress asks,3
contest elections,3
floor test,3
hooda govt,3
takes early,3
sc st,3
modi woos,3
keen contest,3
political party,3
congress bind,3
surat seats,3
3 500,3
digvijay singh,3
calls bjp,3
party 114,3
rs 20,3
contesting polls,3
election day,3
seats haryana,3
win polls,3
party takes,3
pasand hai,3
10 per,3
meeting delhi,3
women bjp,3
congress tries,3
hc dismisses,3
stop bjp,3
meets mulayam,3
stone pelting,3
behind bars,3
congress wins,3
ahead election,3
lagadapati rajagopal,3
former pm,3
v day,3
red threat,3
poll wins,3
initial hours,3
elections polling,3
modi blitz,3
goa governor,3
takes jibe,3
cong may,3
matia mahal,3
polls shadow,3
sees red,3
tough time,3
live webcast,3
congress govt,3
results time,3
congress makes,3
bjp hits,3
bjp announces,3
bjp repeat,3
vajpayee niece,3
backing bjp,3
som brother,3
play spoilsport,3
singh rawat,3
may hit,3
litres liquor,3
says uttam,3
polling chhattisgarh,3
poll freebies,3
women break,3
haren pandya,3
gujarat first,3
3 hurt,3
home state,3
result 2015,3
congress lodges,3
bsp muslim,3
civic polls,3
deputy cms,3
congress aap,3
campaign gujarat,3
day 1,3
quits cong,3
bjp chances,3
dig congress,3
rs 500,3
civic issues,3
bjp parties,3
2015 cm,3
officials suspended,3
missing names,3
punjab poll,3
sonia says,3
promises new,3
cm vasundhara,3
election officials,3
jungle raj,3
results need,3
late night,3
congress single,3
till late,3
ec summons,3
injured poll,3
bogus voting,3
writes election,3
counting begins,3
delhi govt,3
ministers bjp,3
cm chair,3
pawar says,3
candidates uttarakhand,3
congress calls,3
voters want,3
steps attack,3
worked bjp,3
ahmedabad city,3
6 seats,3
netas file,3
cong mp,3
national security,3
electoral officer,3
strong rooms,3
congress put,3
5 seats,3
ex mp,3
polls say,3
2015 nda,3
lost ground,3
bjp first,3
wins trust,3
jvm p,3
3 5,3
bjp still,3
malfunctioning evms,3
meant bribe,3
seats ahmedabad,3
denied tickets,3
break record,3
id card,3
sena mns,3
bjp support,3
sidhu bats,3
big bjp,3
get new,3
rajasthan chief,3
says captain,3
red alert,3
join poll,3
114 seats,3
ec rubbishes,3
congress could,3
gadkari says,3
poll aspirants,3
makes inroads,3
ec probe,3
voters turnout,3
bjp biggies,3
2 months,3
chief electoral,3
vehicle requisition,3
polls referendum,3
may contest,3
online poll,3
hollow promises,3
poor show,3
tough battle,3
salt lake,3
haryana govt,3
elections 2011,3
upper castes,3
congress rajasthan,3
way first,3
commission cracks,3
parties welcome,3
comes power,3
come back,3
spell doom,3
north goa,3
day campaigning,3
new poll,3
pdp nc,3
battle ballots,3
first four,3
bjp safe,3
poll drive,3
take place,3
bjp way,3
wave sweeps,3
laxmikant parsekar,3
seat talks,3
court rejects,3
campaign mizoram,3
congress make,3
poll pranab,3
peaceful polling,3
voters say,3
takes leaf,3
wins pm,3
elected leaders,3
bjp manipur,3
political space,3
bjp puts,3
tainted netas,3
come power,3
time row,3
cause notice,3
dominated seats,3
indore today,3
raises eyebrows,3
aap win,3
class xii,3
